id	Domain	ChapterLevel	uniqTrait	no_rep_phenos	no_rep_disease	no_rep_disease_disorder	indep_phenos	indep_disease	indep_disease_disorder
2091	Cell	Function of DNA	GFRA2 - GDNF family receptor alpha-2	1	0	0	0	0	0
2092	Cell	Function of DNA	CCL21 - C-C motif chemokine 21	1	0	0	0	0	0
2093	Cell	Function of DNA	CCL5 - C-C motif chemokine 5	1	0	0	0	0	0
2094	Cell	Function of DNA	HMGB1 - High mobility group protein B1	1	0	0	0	0	0
2095	Cell	Function of DNA	TNFRSF11B - Tumor necrosis factor receptor superfamily member 11B	1	0	0	0	0	0
2096	Cell	Function of DNA	POMC - Beta-endorphin	1	0	0	0	0	0
2097	Cell	Function of DNA	CFI - Complement factor I	1	0	0	0	0	0
2098	Cell	Function of DNA	IGFBP2 - Insulin-like growth factor-binding protein 2	1	0	0	0	0	0
2099	Cell	Function of DNA	IGFBP3 - Insulin-like growth factor-binding protein 3	1	0	0	0	0	0
2100	Cell	Function of DNA	LEP - Leptin	1	0	0	0	0	0
2101	Cell	Function of DNA	CCL2 - C-C motif chemokine 2	1	0	0	0	0	0
2102	Cell	Function of DNA	MMP9 - Matrix metalloproteinase-9	1	0	0	0	0	0
2103	Cell	Function of DNA	MPO - Myeloperoxidase	1	0	0	0	0	0
2104	Cell	Function of DNA	PRL - Prolactin	1	0	0	0	0	0
2105	Cell	Function of DNA	ROR1 - Tyrosine-protein kinase transmembrane receptor ROR1	1	0	0	0	0	0
2106	Cell	Function of DNA	VEGFA - Vascular endothelial growth factor A	1	0	0	0	0	0
2107	Cell	Function of DNA	TNFRSF9 - Tumor necrosis factor receptor superfamily member 9	1	0	0	0	0	0
2108	Cell	Function of DNA	TNFSF9 - Tumor necrosis factor ligand superfamily member 9	1	0	0	0	0	0
2109	Cell	Function of DNA	ANGPT2 - Angiopoietin-2	1	0	0	0	0	0
2110	Cell	Function of DNA	CD80 - T-lymphocyte activation antigen CD80	1	0	0	0	0	0
2111	Cell	Function of DNA	TNFRSF8 - Tumor necrosis factor receptor superfamily member 8	1	0	0	0	0	0
2112	Cell	Function of DNA	CRLF1 CLCF1 - Cytokine receptor-like factor 1:Cardiotrophin-like cytokine factor 1 Complex	1	0	0	0	0	0
2113	Cell	Function of DNA	CST3 - Cystatin-C	1	0	0	0	0	0
2114	Cell	Function of DNA	TYRO3 - Tyrosine-protein kinase receptor TYRO3	1	0	0	0	0	0
2115	Cell	Function of DNA	EIF5 - Eukaryotic translation initiation factor 5	1	0	0	0	0	0
2116	Cell	Function of DNA	EFNA4 - Ephrin-A4	1	0	0	0	0	0
2117	Cell	Function of DNA	EFNA5 - Ephrin-A5	1	0	0	0	0	0
2118	Cell	Function of DNA	ERBB2 - Receptor tyrosine-protein kinase erbB-2	1	0	0	0	0	0
2119	Cell	Function of DNA	ERBB3 - Receptor tyrosine-protein kinase erbB-3	1	0	0	0	0	0
2120	Cell	Function of DNA	ERBB4 - Receptor tyrosine-protein kinase erbB-4	1	0	0	0	0	0
2121	Cell	Function of DNA	TACSTD2 - Tumor-associated calcium signal transducer 2	1	0	0	0	0	0
2122	Cell	Function of DNA	IL6ST - Interleukin-6 receptor subunit beta	1	0	0	0	0	0
2123	Cell	Function of DNA	HMOX2 - Heme oxygenase 2	1	0	0	0	0	0
2124	Cell	Function of DNA	Human-virus - Protein E7_HPV16	1	0	0	0	0	0
2125	Cell	Function of DNA	Human-virus - Protein E7_HPV18	1	0	0	0	0	0
2126	Cell	Function of DNA	HSP90AA1 HSP90AB1 - Heat shock protein HSP 90-alpha/beta	1	0	0	0	0	0
2127	Cell	Function of DNA	IL1RAP - Interleukin-1 Receptor accessory protein	1	0	0	0	0	0
2128	Cell	Function of DNA	IL10RB - Interleukin-10 receptor subunit beta	1	0	0	0	0	0
2129	Cell	Function of DNA	IL12RB1 - Interleukin-12 receptor subunit beta-1	1	0	0	0	0	0
2130	Cell	Function of DNA	IL13RA1 - Interleukin-13 receptor subunit alpha-1	1	0	0	0	0	0
2131	Cell	Function of DNA	IL2RG - Cytokine receptor common subunit gamma	1	0	0	0	0	0
2132	Cell	Function of DNA	LAYN - Layilin	1	0	0	0	0	0
2133	Cell	Function of DNA	LTBR - Tumor necrosis factor receptor superfamily member 3	1	0	0	0	0	0
2134	Cell	Function of DNA	MRC1 - Macrophage mannose receptor 1	1	0	0	0	0	0
2135	Cell	Function of DNA	CSF1R - Macrophage colony-stimulating factor 1 receptor	1	0	0	0	0	0
2136	Cell	Function of DNA	MST1R - Macrophage-stimulating protein receptor	1	0	0	0	0	0
2137	Cell	Function of DNA	PAFAH1B2 - Platelet-activating factor acetylhydrolase IB subunit beta	1	0	0	0	0	0
2138	Cell	Function of DNA	CDH3 - Cadherin-3	1	0	0	0	0	0
2139	Cell	Function of DNA	PRKCA - Protein kinase C alpha type	1	0	0	0	0	0
2140	Cell	Function of DNA	PRKCZ - Protein kinase C zeta type	1	0	0	0	0	0
2141	Cell	Function of DNA	GDI2 - Rab GDP dissociation inhibitor beta	1	0	0	0	0	0
2142	Cell	Function of DNA	ICAM3 - Intercellular adhesion molecule 3	1	0	0	0	0	0
2143	Cell	Function of DNA	PLAUR - Urokinase plasminogen activator surface receptor	1	0	0	0	0	0
2144	Cell	Function of DNA	MAPT - Microtubule-associated protein tau	1	0	0	0	0	0
2145	Cell	Function of DNA	TNFRSF1A - Tumor necrosis factor receptor superfamily member 1A	1	0	0	0	0	0
2146	Cell	Function of DNA	NTRK3 - NT-3 growth factor receptor	1	0	0	0	0	0
2147	Cell	Function of DNA	TNFRSF17 - Tumor necrosis factor receptor superfamily member 17	1	0	0	0	0	0
2148	Cell	Function of DNA	DCN - Decorin	1	0	0	0	0	0
2149	Cell	Function of DNA	CAPN1 CAPNS1 - Calpain I	1	0	0	0	0	0
2150	Cell	Function of DNA	CKM - Creatine kinase M-type	1	0	0	0	0	0
2151	Cell	Function of DNA	TDGF1 - Teratocarcinoma-derived growth factor 1	1	0	0	0	0	0
2152	Cell	Function of DNA	EGFR - Epidermal growth factor receptor	1	0	0	0	0	0
2153	Cell	Function of DNA	HGF - Hepatocyte growth factor	1	0	0	0	0	0
2154	Cell	Function of DNA	HSPD1 - 60 kDa heat shock protein, mitochondrial	1	0	0	0	0	0
2155	Cell	Function of DNA	C3 - Complement C3b, inactivated	1	0	0	0	0	0
2156	Cell	Function of DNA	IGFBP5 - Insulin-like growth factor-binding protein 5	1	0	0	0	0	0
2157	Cell	Function of DNA	IGFBP6 - Insulin-like growth factor-binding protein 6	1	0	0	0	0	0
2158	Cell	Function of DNA	MIA - Melanoma-derived growth regulatory protein	1	0	0	0	0	0
2159	Cell	Function of DNA	PLA2G2A - Phospholipase A2, membrane associated	1	0	0	0	0	0
2160	Cell	Function of DNA	OSM - Oncostatin-M	1	0	0	0	0	0
2161	Cell	Function of DNA	PECAM1 - Platelet endothelial cell adhesion molecule	1	0	0	0	0	0
2162	Cell	Function of DNA	PSPN - Persephin	1	0	0	0	0	0
2163	Cell	Function of DNA	PF4 - Platelet factor 4	1	0	0	0	0	0
2164	Cell	Function of DNA	PROS1 - Vitamin K-dependent protein S	1	0	0	0	0	0
2165	Cell	Function of DNA	TNFRSF13B - Tumor necrosis factor receptor superfamily member 13B	1	0	0	0	0	0
2166	Cell	Function of DNA	CCL25 - C-C motif chemokine 25	1	0	0	0	0	0
2167	Cell	Function of DNA	SERPINA7 - Thyroxine-Binding Globulin	1	0	0	0	0	0
2168	Cell	Function of DNA	TNFSF18 - Tumor necrosis factor ligand superfamily member 18	1	0	0	0	0	0
2169	Cell	Function of DNA	CNTFR - Ciliary neurotrophic factor receptor subunit alpha	1	0	0	0	0	0
2170	Cell	Function of DNA	AIMP1 - Endothelial monocyte-activating polypeptide 2	1	0	0	0	0	0
2171	Cell	Function of DNA	EPOR - Erythropoietin receptor	1	0	0	0	0	0
2172	Cell	Function of DNA	CSF3R - Granulocyte colony-stimulating factor receptor	1	0	0	0	0	0
2173	Cell	Function of DNA	IL37 - Interleukin-37	1	0	0	0	0	0
2174	Cell	Function of DNA	LAMA1 LAMB1  LAMC1 - Laminin	1	0	0	0	0	0
2175	Cell	Function of DNA	MICA - MHC class I polypeptide-related sequence A	1	0	0	0	0	0
2176	Cell	Function of DNA	POR - NADPH--cytochrome P450 reductase	1	0	0	0	0	0
2177	Cell	Function of DNA	NANOG - Homeobox protein NANOG	1	0	0	0	0	0
2178	Cell	Function of DNA	NCR2 - Natural cytotoxicity triggering receptor 2	1	0	0	0	0	0
2179	Cell	Function of DNA	NOV - Protein NOV homolog	1	0	0	0	0	0
2180	Cell	Function of DNA	SIGLEC6 - Sialic acid-binding Ig-like lectin 6	1	0	0	0	0	0
2181	Cell	Function of DNA	SIGLEC7 - Sialic acid-binding Ig-like lectin 7	1	0	0	0	0	0
2182	Cell	Function of DNA	SHH - Sonic hedgehog protein	1	0	0	0	0	0
2183	Cell	Function of DNA	CRLF2 - Cytokine receptor-like factor 2	1	0	0	0	0	0
2184	Cell	Function of DNA	ULBP3 - NKG2D ligand 3	1	0	0	0	0	0
2185	Cell	Function of DNA	INHBA - Inhibin beta A chain	1	0	0	0	0	0
2186	Cell	Function of DNA	AZU1 - Azurocidin	1	0	0	0	0	0
2187	Cell	Function of DNA	GDF5 - Growth/differentiation factor 5	1	0	0	0	0	0
2188	Cell	Function of DNA	C1QA C1QB  C1QC - Complement C1q subcomponent	1	0	0	0	0	0
2189	Cell	Function of DNA	C3 - Complement C3	1	0	0	0	0	0
2190	Cell	Function of DNA	C3 - C3a anaphylatoxin des Arginine	1	0	0	0	0	0
2191	Cell	Function of DNA	FAM107A - Protein FAM107A	1	0	0	0	0	0
2192	Cell	Function of DNA	FGF18 - Fibroblast growth factor 18	1	0	0	0	0	0
2193	Cell	Function of DNA	FGF19 - Fibroblast growth factor 19	1	0	0	0	0	0
2194	Cell	Function of DNA	FGF20 - Fibroblast growth factor 20	1	0	0	0	0	0
2195	Cell	Function of DNA	FGF9 - Fibroblast growth factor 9	1	0	0	0	0	0
2196	Cell	Function of DNA	GDF11 - Growth/differentiation factor 11	1	0	0	0	0	0
2197	Cell	Function of DNA	HPX - Hemopexin	1	0	0	0	0	0
2198	Cell	Function of DNA	Human-virus - Protein Rev_HV2BE	1	0	0	0	0	0
2199	Cell	Function of DNA	CCL1 - C-C motif chemokine 1	1	0	0	0	0	0
2200	Cell	Function of DNA	IGFBP1 - Insulin-like growth factor-binding protein 1	1	0	0	0	0	0
2201	Cell	Function of DNA	IL10 - Interleukin-10	1	0	0	0	0	0
2202	Cell	Function of DNA	IL16 - Interleukin-16	1	0	0	0	0	0
2203	Cell	Function of DNA	IL17F - Interleukin-17F	1	0	0	0	0	0
2204	Cell	Function of DNA	IL22 - Interleukin-22	1	0	0	0	0	0
2205	Cell	Function of DNA	LTF - Lactotransferrin	1	0	0	0	0	0
2206	Cell	Function of DNA	CCL4L1 - C-C motif chemokine 4-like	1	0	0	0	0	0
2207	Cell	Function of DNA	CCL3L1 - C-C motif chemokine 3-like 1	1	0	0	0	0	0
2208	Cell	Function of DNA	CCL8 - C-C motif chemokine 8	1	0	0	0	0	0
2209	Cell	Function of DNA	MMP3 - Stromelysin-1	1	0	0	0	0	0
2210	Cell	Function of DNA	MMP7 - Matrilysin	1	0	0	0	0	0
2211	Cell	Function of DNA	PPBP - Neutrophil-activating peptide 2	1	0	0	0	0	0
2212	Cell	Function of DNA	SOD1 - Superoxide dismutase [Cu-Zn]	1	0	0	0	0	0
2213	Cell	Function of DNA	ALPL - Alkaline phosphatase, tissue-nonspecific isozyme	1	0	0	0	0	0
2214	Cell	Function of DNA	FGA FGB FGG - Fibrinogen	1	0	0	0	0	0
2215	Cell	Function of DNA	APOB - Apolipoprotein B	1	0	0	0	0	0
2216	Cell	Function of DNA	ACE2 - Angiotensin-converting enzyme 2	1	0	0	0	0	0
2217	Cell	Function of DNA	ACVR1B - Activin receptor type-1B	1	0	0	0	0	0
2218	Cell	Function of DNA	ADAMTS4 - A disintegrin and metalloproteinase with thrombospondin motifs 4	1	0	0	0	0	0
2219	Cell	Function of DNA	ANGPT1 - Angiopoietin-1	1	0	0	0	0	0
2220	Cell	Function of DNA	AGRP - Agouti-related protein	1	0	0	0	0	0
2221	Cell	Function of DNA	BCAM - Basal Cell Adhesion Molecule	1	0	0	0	0	0
2222	Cell	Function of DNA	CDH5 - Cadherin-5	1	0	0	0	0	0
2223	Cell	Function of DNA	CD97 - CD97 antigen	1	0	0	0	0	0
2224	Cell	Function of DNA	COMMD7 - COMM domain-containing protein 7	1	0	0	0	0	0
2225	Cell	Function of DNA	EDA - Ectodysplasin-A, secreted form	1	0	0	0	0	0
2226	Cell	Function of DNA	CX3CL1 - Fractalkine	1	0	0	0	0	0
2227	Cell	Function of DNA	SPINT1 - Kunitz-type protease inhibitor 1	1	0	0	0	0	0
2228	Cell	Function of DNA	IL27 EBI3 - Interleukin-27	1	0	0	0	0	0
2229	Cell	Function of DNA	KLK11 - Kallikrein-11	1	0	0	0	0	0
2230	Cell	Function of DNA	KLK4 - Kallikrein-4	1	0	0	0	0	0
2231	Cell	Function of DNA	KLK8 - Kallikrein-8	1	0	0	0	0	0
2232	Cell	Function of DNA	XRCC6 - X-ray repair cross-complementing protein 6	1	0	0	0	0	0
2233	Cell	Function of DNA	MET - Hepatocyte growth factor receptor	1	0	0	0	0	0
2234	Cell	Function of DNA	MMP17 - Matrix metalloproteinase-17	1	0	0	0	0	0
2235	Cell	Function of DNA	TNFSF4 - Tumor necrosis factor ligand superfamily member 4	1	0	0	0	0	0
2236	Cell	Function of DNA	FRZB - Secreted frizzled-related protein 3	1	0	0	0	0	0
2237	Cell	Function of DNA	ICAM2 - Intercellular adhesion molecule 2	1	0	0	0	0	0
2238	Cell	Function of DNA	SPINT2 - Kunitz-type protease inhibitor 2	1	0	0	0	0	0
2239	Cell	Function of DNA	TIE1 - Tyrosine-protein kinase receptor Tie-1, soluble	1	0	0	0	0	0
2240	Cell	Function of DNA	RPS27A - Ubiquitin+1, truncated mutation for UbB	1	0	0	0	0	0
2241	Cell	Function of DNA	WIF1 - Wnt inhibitory factor 1	1	0	0	0	0	0
2242	Cell	Function of DNA	AIF1 - Allograft inflammatory factor 1	1	0	0	0	0	0
2243	Cell	Function of DNA	ARG1 - Arginase-1	1	0	0	0	0	0
2244	Cell	Function of DNA	C5 - C5a anaphylatoxin	1	0	0	0	0	0
2245	Cell	Function of DNA	CHEK1 - Serine/threonine-protein kinase Chk1	1	0	0	0	0	0
2246	Cell	Function of DNA	MAPK3 - Mitogen-activated protein kinase 3	1	0	0	0	0	0
2247	Cell	Function of DNA	NR3C1 - Glucocorticoid receptor	1	0	0	0	0	0
2248	Cell	Function of DNA	HAT1 - Histone acetyltransferase type B catalytic subunit	1	0	0	0	0	0
2249	Cell	Function of DNA	HDAC8 - Histone deacetylase 8	1	0	0	0	0	0
2250	Cell	Function of DNA	KPNA2 - Importin subunit alpha-1	1	0	0	0	0	0
2251	Cell	Function of DNA	MAP2K1 - Dual specificity mitogen-activated protein kinase kinase 1	1	0	0	0	0	0
2252	Cell	Function of DNA	KAT6A - Histone acetyltransferase KAT6A	1	0	0	0	0	0
2253	Cell	Function of DNA	PRKCD - Protein kinase C delta type	1	0	0	0	0	0
2254	Cell	Function of DNA	RAC1 - Ras-related C3 botulinum toxin substrate 1	1	0	0	0	0	0
2255	Cell	Function of DNA	RAD51 - DNA repair protein RAD51 homolog 1	1	0	0	0	0	0
2256	Cell	Function of DNA	TBP - TATA-box-binding protein	1	0	0	0	0	0
2257	Cell	Function of DNA	TOP1 - DNA topoisomerase 1	1	0	0	0	0	0
2258	Cell	Function of DNA	UBE2I - SUMO-conjugating enzyme UBC9	1	0	0	0	0	0
2259	Cell	Function of DNA	YES1 - Tyrosine-protein kinase Yes	1	0	0	0	0	0
2260	Cell	Function of DNA	SERPINA3 - Alpha-1-antichymotrypsin	1	0	0	0	0	0
2261	Cell	Function of DNA	C7 - Complement component C7	1	0	0	0	0	0
2262	Cell	Function of DNA	CTF1 - Cardiotrophin-1	1	0	0	0	0	0
2263	Cell	Function of DNA	CCL28 - C-C motif chemokine 28	1	0	0	0	0	0
2264	Cell	Function of DNA	CD22 - B-cell receptor CD22	1	0	0	0	0	0
2265	Cell	Function of DNA	CCL14 - C-C motif chemokine 14	1	0	0	0	0	0
2266	Cell	Function of DNA	IL4 - Interleukin-4	1	0	0	0	0	0
2267	Cell	Function of DNA	MDK - Midkine	1	0	0	0	0	0
2268	Cell	Function of DNA	CCL23 - C-C motif chemokine 23	1	0	0	0	0	0
2269	Cell	Function of DNA	PCNA - Proliferating cell nuclear antigen	1	0	0	0	0	0
2270	Cell	Function of DNA	TNFSF11 - Tumor necrosis factor ligand superfamily member 11	1	0	0	0	0	0
2271	Cell	Function of DNA	SERPINE1 - Plasminogen activator inhibitor 1	1	0	0	0	0	0
2272	Cell	Function of DNA	APOE - Apolipoprotein E (isoform E3)	1	0	0	0	0	0
2273	Cell	Function of DNA	APOE - Apolipoprotein E (isoform E4)	1	0	0	0	0	0
2274	Cell	Function of DNA	ARTN - Artemin	1	0	0	0	0	0
2275	Cell	Function of DNA	CYCS - Cytochrome c	1	0	0	0	0	0
2276	Cell	Function of DNA	CYP3A4 - Cytochrome P450 3A4	1	0	0	0	0	0
2277	Cell	Function of DNA	NBL1 - Neuroblastoma suppressor of tumorigenicity 1	1	0	0	0	0	0
2278	Cell	Function of DNA	ESR1 - Estrogen receptor	1	0	0	0	0	0
2279	Cell	Function of DNA	CFD - Complement factor D	1	0	0	0	0	0
2280	Cell	Function of DNA	GHR - Growth hormone receptor	1	0	0	0	0	0
2281	Cell	Function of DNA	PLA2G10 - Group 10 secretory phospholipase A2	1	0	0	0	0	0
2282	Cell	Function of DNA	IGFBP4 - Insulin-like growth factor-binding protein 4	1	0	0	0	0	0
2283	Cell	Function of DNA	IGF1 - Insulin-like growth factor I	1	0	0	0	0	0
2284	Cell	Function of DNA	CGA LHB - Luteinizing hormone	1	0	0	0	0	0
2285	Cell	Function of DNA	MMP8 - Neutrophil collagenase	1	0	0	0	0	0
2286	Cell	Function of DNA	EHMT2 - Histone-lysine N-methyltransferase EHMT2	1	0	0	0	0	0
2287	Cell	Function of DNA	CFP - Properdin	1	0	0	0	0	0
2288	Cell	Function of DNA	PROC - Vitamin K-dependent protein C	1	0	0	0	0	0
2289	Cell	Function of DNA	PTHLH - Parathyroid hormone-related protein	1	0	0	0	0	0
2290	Cell	Function of DNA	CLEC11A - Stem Cell Growth Factor-beta	1	0	0	0	0	0
2291	Cell	Function of DNA	VCAM1 - Vascular cell adhesion protein 1	1	0	0	0	0	0
2292	Cell	Function of DNA	TNFSF15 - Tumor necrosis factor ligand superfamily member 15	1	0	0	0	0	0
2293	Cell	Function of DNA	ACVRL1 - Serine/threonine-protein kinase receptor R3	1	0	0	0	0	0
2294	Cell	Function of DNA	AREG - Amphiregulin	1	0	0	0	0	0
2295	Cell	Function of DNA	BMP7 - Bone morphogenetic protein 7	1	0	0	0	0	0
2296	Cell	Function of DNA	CD36 - Platelet glycoprotein 4	1	0	0	0	0	0
2297	Cell	Function of DNA	CNTN1 - Contactin-1	1	0	0	0	0	0
2298	Cell	Function of DNA	CTGF - Connective tissue growth factor	1	0	0	0	0	0
2299	Cell	Function of DNA	DSG1 - Desmoglein-1	1	0	0	0	0	0
2300	Cell	Function of DNA	EDAR - Tumor necrosis factor receptor superfamily member EDAR	1	0	0	0	0	0
2301	Cell	Function of DNA	CXCL5 - C-X-C motif chemokine 5	1	0	0	0	0	0
2302	Cell	Function of DNA	ESAM - Endothelial cell-selective adhesion molecule	1	0	0	0	0	0
2303	Cell	Function of DNA	LGALS4 - Galectin-4	1	0	0	0	0	0
2304	Cell	Function of DNA	CXCL1 - Growth-regulated alpha protein	1	0	0	0	0	0
2305	Cell	Function of DNA	CXCL3 CXCL2 - Gro-beta/gamma	1	0	0	0	0	0
2306	Cell	Function of DNA	HIST1H1C - Histone H1.2	1	0	0	0	0	0
2307	Cell	Function of DNA	IFNG - Interferon gamma	1	0	0	0	0	0
2308	Cell	Function of DNA	IL1R1 - Interleukin-1 receptor type 1	1	0	0	0	0	0
2309	Cell	Function of DNA	IL17RA - Interleukin-17 receptor A	1	0	0	0	0	0
2310	Cell	Function of DNA	IL18RAP - Interleukin-18 receptor accessory protein	1	0	0	0	0	0
2311	Cell	Function of DNA	IL1RL2 - Interleukin-1 receptor-like 2	1	0	0	0	0	0
2312	Cell	Function of DNA	JAM2 - Junctional adhesion molecule B	1	0	0	0	0	0
2313	Cell	Function of DNA	JAM3 - Junctional adhesion molecule C	1	0	0	0	0	0
2314	Cell	Function of DNA	LSAMP - Limbic system-associated membrane protein	1	0	0	0	0	0
2315	Cell	Function of DNA	MBL2 - Mannose-binding protein C	1	0	0	0	0	0
2316	Cell	Function of DNA	NCR3 - Natural cytotoxicity triggering receptor 3	1	0	0	0	0	0
2317	Cell	Function of DNA	PDCD1LG2 - Programmed cell death 1 ligand 2	1	0	0	0	0	0
2318	Cell	Function of DNA	PTPN1 - Tyrosine-protein phosphatase non-receptor type 1	1	0	0	0	0	0
2319	Cell	Function of DNA	SIGLEC9 - Sialic acid-binding Ig-like lectin 9	1	0	0	0	0	0
2320	Cell	Function of DNA	TGFBR3 - Transforming growth factor beta receptor type 3	1	0	0	0	0	0
2321	Cell	Function of DNA	TSLP - Thymic stromal lymphopoietin	1	0	0	0	0	0
2322	Cell	Function of DNA	CTLA4 - Cytotoxic T-lymphocyte protein 4	1	0	0	0	0	0
2323	Cell	Function of DNA	SERPINF2 - Alpha-2-antiplasmin	1	0	0	0	0	0
2324	Cell	Function of DNA	FGF2 - Fibroblast growth factor 2	1	0	0	0	0	0
2325	Cell	Function of DNA	CAST - Calpastatin	1	0	0	0	0	0
2326	Cell	Function of DNA	CCL23 - Ck-beta-8-1	1	0	0	0	0	0
2327	Cell	Function of DNA	CD209 - CD209 antigen	1	0	0	0	0	0
2328	Cell	Function of DNA	CLEC4M - C-type lectin domain family 4 member M	1	0	0	0	0	0
